ratio,answer,memory,time,instance,encoding
50,0.780937,421272,56.248,50-14-4-q.cnf,conditional
50,0.581344,297044,30.033,50-17-1-q.cnf,conditional
50,0.704072,259596,15.048,50-15-5-q.cnf,conditional
50,0.606353,86660,1.853,50-12-5-q.cnf,conditional
50,0.479913,35064,0.513,50-10-9-q.cnf,conditional
50,,,,50-20-5-q.cnf,conditional
50,0.587527,454632,58.699,50-17-6-q.cnf,conditional
50,,,,50-18-3-q.cnf,conditional
50,0.677672,266428,9.229,50-16-7-q.cnf,conditional
50,,,,50-19-6-q.cnf,conditional
50,0.316421,416716,47.426,50-16-9-q.cnf,conditional
50,0.518846,25388,0.174,50-10-5-q.cnf,conditional
50,,,,50-17-8-q.cnf,conditional
50,0.506133,271000,10.412,50-16-1-q.cnf,conditional
50,0.00818237,462996,57.631,50-17-3-q.cnf,conditional
50,0.150891,84248,2.229,50-14-8-q.cnf,conditional
50,0.781862,377316,46.09,50-14-2-q.cnf,conditional
50,,,,50-19-2-q.cnf,conditional
50,0.073849,191108,6.238,50-15-1-q.cnf,conditional
50,,,,50-20-6-q.cnf,conditional
50,,,,50-18-2-q.cnf,conditional
50,0.365786,399784,44.349,50-16-4-q.cnf,conditional
50,,,,50-20-1-q.cnf,conditional
50,0.370571,53736,1.111,50-12-3-q.cnf,conditional
50,0.305895,251208,19.747,50-16-8-q.cnf,conditional
50,,,,50-20-8-q.cnf,conditional
50,0.474714,76648,1.404,50-10-7-q.cnf,conditional
50,0.122667,190716,5.818,50-16-6-q.cnf,conditional
50,0.45505,309088,33.028,50-18-6-q.cnf,conditional
50,,,,50-20-4-q.cnf,conditional
75,,,,75-24-8-q.cnf,conditional
75,,,,75-22-1-q.cnf,conditional
75,0.00672085,310576,22.544,75-20-5-q.cnf,conditional
75,,,,75-22-4-q.cnf,conditional
75,0.135454,56176,1.068,75-16-2-q.cnf,conditional
75,0.411759,96784,2.281,75-14-5-q.cnf,conditional
75,0.799152,34516,0.525,75-16-1-q.cnf,conditional
75,,,,75-26-4-q.cnf,conditional
75,0.506237,80044,1.95,75-15-2-q.cnf,conditional
75,0.864765,38152,0.732,75-15-3-q.cnf,conditional
75,,,,75-26-1-q.cnf,conditional
75,,,,75-23-2-q.cnf,conditional
75,0.132673,22264,0.156,75-12-4-q.cnf,conditional
75,0.810822,79108,1.335,75-18-5-q.cnf,conditional
75,0.523186,48964,1.197,75-18-1-q.cnf,conditional
75,0.141046,438780,38.795,75-23-3-q.cnf,conditional
75,0.133667,431312,36.649,75-23-8-q.cnf,conditional
75,,,,75-23-7-q.cnf,conditional
75,,,,75-23-5-q.cnf,conditional
75,0.182041,256228,9.415,75-18-7-q.cnf,conditional
75,0.917776,22244,0.171,75-12-5-q.cnf,conditional
75,,,,75-22-3-q.cnf,conditional
75,1,15788,0.115,75-15-6-q.cnf,conditional
75,0.415542,415580,25.083,75-19-5-q.cnf,conditional
75,,,,75-25-3-q.cnf,conditional
75,0.805111,205252,9.771,75-14-10-q.cnf,conditional
75,0.536835,62272,1.411,75-17-9-q.cnf,conditional
75,0,149608,4.092,75-24-2-q.cnf,conditional
75,,,,75-20-4-q.cnf,conditional
75,0.410318,110740,3.324,75-16-7-q.cnf,conditional
75,,,,75-25-4-q.cnf,conditional
75,0.937541,373500,29.679,75-18-10-q.cnf,conditional
75,,,,75-24-1-q.cnf,conditional
75,,,,75-21-7-q.cnf,conditional
75,,,,75-26-5-q.cnf,conditional
75,,,,75-25-9-q.cnf,conditional
75,0.668513,189304,7.88,75-16-4-q.cnf,conditional
75,,,,75-25-10-q.cnf,conditional
75,0.643022,190396,4.452,75-19-8-q.cnf,conditional
75,0.822155,21048,0.17,75-10-5-q.cnf,conditional
75,0.937876,80032,1.471,75-14-7-q.cnf,conditional
75,,,,75-25-6-q.cnf,conditional
75,0.345549,56760,1.203,75-14-6-q.cnf,conditional
75,0.882725,264660,8.38,75-17-1-q.cnf,conditional
75,0.377931,90640,2.639,75-17-10-q.cnf,conditional
75,,,,75-25-5-q.cnf,conditional
75,0.866801,56212,1.22,75-15-1-q.cnf,conditional
75,,,,75-26-8-q.cnf,conditional
75,0.00118507,16028,0.061,75-10-1-q.cnf,conditional
75,0.533205,18236,0.142,75-10-8-q.cnf,conditional
75,0.965401,194464,4.981,75-18-6-q.cnf,conditional
75,0.414052,18532,0.114,75-12-3-q.cnf,conditional
75,,,,75-20-3-q.cnf,conditional
75,0.337585,19300,0.116,75-12-9-q.cnf,conditional
75,0.888494,20100,0.124,75-12-2-q.cnf,conditional
75,,,,75-24-7-q.cnf,conditional
75,0.693719,23340,0.247,75-15-4-q.cnf,conditional
75,,,,75-21-3-q.cnf,conditional
75,0.0853112,25368,0.351,75-15-10-q.cnf,conditional
75,,,,75-25-1-q.cnf,conditional
75,0.520134,263552,11.059,75-17-3-q.cnf,conditional
75,,,,75-23-4-q.cnf,conditional
75,,,,75-26-10-q.cnf,conditional
75,0.579595,256276,9.911,75-18-8-q.cnf,conditional
75,0.796218,92744,2.579,75-17-4-q.cnf,conditional
75,0.425794,205088,5.207,75-19-4-q.cnf,conditional
75,0.0185057,167124,2.299,75-18-4-q.cnf,conditional
75,0.854905,15960,0.074,75-10-6-q.cnf,conditional
75,,,,75-24-4-q.cnf,conditional
75,0,16696,0.11,75-15-5-q.cnf,conditional
75,,,,75-20-7-q.cnf,conditional
75,,,,75-25-2-q.cnf,conditional
75,0.280112,258416,10.905,75-19-7-q.cnf,conditional
75,0.696792,265080,7.928,75-19-9-q.cnf,conditional
75,,,,75-20-9-q.cnf,conditional
75,0.475262,46060,0.869,75-16-6-q.cnf,conditional
75,,,,75-23-6-q.cnf,conditional
75,0.440841,538312,57.214,75-19-10-q.cnf,conditional
75,,,,75-21-8-q.cnf,conditional
75,,,,75-26-9-q.cnf,conditional
75,0.953679,16664,0.085,75-12-10-q.cnf,conditional
75,,,,75-24-6-q.cnf,conditional
75,0.796507,341296,15.271,75-18-9-q.cnf,conditional
75,0.577558,22516,0.282,75-10-4-q.cnf,conditional
75,0.235927,35816,0.602,75-14-4-q.cnf,conditional
75,0.776503,16432,0.08,75-10-2-q.cnf,conditional
75,,,,75-22-9-q.cnf,conditional
75,,,,75-25-7-q.cnf,conditional
75,0.554196,406116,31.224,75-22-10-q.cnf,conditional
75,,,,75-22-6-q.cnf,conditional
75,0.493135,195956,8.505,75-14-2-q.cnf,conditional
75,0,24316,0.392,75-21-9-q.cnf,conditional
75,0.383582,52004,1.039,75-16-5-q.cnf,conditional
75,0.994657,28596,0.397,75-12-8-q.cnf,conditional
75,0.485159,273128,9.049,75-18-3-q.cnf,conditional
75,0.768066,41676,0.706,75-16-8-q.cnf,conditional
75,0.469049,117188,2.796,75-17-6-q.cnf,conditional
75,0.50254,23408,0.288,75-10-7-q.cnf,conditional
75,,,,75-20-6-q.cnf,conditional
75,0.536576,104800,2.4,75-16-9-q.cnf,conditional
75,,,,75-26-6-q.cnf,conditional
75,0.622779,15764,0.068,75-15-8-q.cnf,conditional
75,,,,75-26-2-q.cnf,conditional
75,0.519404,23380,0.23,75-15-7-q.cnf,conditional
75,,,,75-20-1-q.cnf,conditional
75,,,,75-22-8-q.cnf,conditional
75,0.239614,21936,0.193,75-12-7-q.cnf,conditional
75,0.676701,117592,2.818,75-14-8-q.cnf,conditional
75,0.774638,48408,0.919,75-16-10-q.cnf,conditional
75,0.91754,40680,0.693,75-14-3-q.cnf,conditional
75,0.0299349,667344,54.016,75-23-9-q.cnf,conditional
75,0.591935,59584,1.472,75-17-2-q.cnf,conditional
75,0.116975,266208,12.842,75-19-3-q.cnf,conditional
75,0.977503,182392,4.862,75-17-5-q.cnf,conditional
75,0.437615,383652,31.573,75-19-1-q.cnf,conditional
75,,,,75-25-8-q.cnf,conditional
75,1,24292,0.272,75-14-1-q.cnf,conditional
75,,,,75-24-9-q.cnf,conditional
75,,,,75-22-2-q.cnf,conditional
75,0.308262,41180,0.54,75-15-9-q.cnf,conditional
75,0.743729,569744,47.998,75-23-1-q.cnf,conditional
75,,,,75-20-10-q.cnf,conditional
75,0.691885,424276,44.598,75-24-3-q.cnf,conditional
75,0.157287,288556,21.65,75-21-2-q.cnf,conditional
75,0.757772,22400,0.192,75-12-6-q.cnf,conditional
75,0.228995,20188,0.153,75-12-1-q.cnf,conditional
75,,,,75-26-7-q.cnf,conditional
75,0.632557,277164,12.077,75-19-2-q.cnf,conditional
75,,,,75-21-1-q.cnf,conditional
75,0.736981,567008,57.437,75-20-8-q.cnf,conditional
75,,,,75-26-3-q.cnf,conditional
75,0,21376,0.234,75-10-3-q.cnf,conditional
75,,,,75-20-2-q.cnf,conditional
75,0.543233,76468,1.733,75-16-3-q.cnf,conditional
75,0.68448,253236,12.33,75-14-9-q.cnf,conditional
75,0.0653057,635892,54.201,75-19-6-q.cnf,conditional
75,0.138176,149696,3.266,75-17-8-q.cnf,conditional
75,0.643923,97652,2.419,75-17-7-q.cnf,conditional
75,0.420585,607588,57.02,75-21-4-q.cnf,conditional
75,,,,75-24-5-q.cnf,conditional
75,,,,75-24-10-q.cnf,conditional
75,0.453433,36368,0.528,75-10-9-q.cnf,conditional
75,0.109473,16496,0.06,75-10-10-q.cnf,conditional
75,,,,75-21-10-q.cnf,conditional
75,,,,75-23-10-q.cnf,conditional
75,,,,75-21-5-q.cnf,conditional
75,,,,75-22-5-q.cnf,conditional
75,,,,75-21-6-q.cnf,conditional
75,0.710689,503384,40.993,75-22-7-q.cnf,conditional
75,0.509302,84436,1.585,75-18-2-q.cnf,conditional
90,1,23880,0.25,90-24-8-q.cnf,conditional
90,0.696815,76272,1.417,90-25-5-q.cnf,conditional
90,,,,90-50-1-q.cnf,conditional
90,0.666616,262036,14.202,90-26-5-q.cnf,conditional
90,,,,90-30-10-q.cnf,conditional
90,0.480679,31496,0.301,90-24-9-q.cnf,conditional
90,0.490764,91548,1.653,90-23-6-q.cnf,conditional
90,0.743831,24528,0.177,90-14-10-q.cnf,conditional
90,,,,90-50-5-q.cnf,conditional
90,0,17876,0.329,90-26-9-q.cnf,conditional
90,0.60499,26644,0.33,90-14-8-q.cnf,conditional
90,0.250669,21448,0.21,90-17-1-q.cnf,conditional
90,0,16556,0.143,90-19-5-q.cnf,conditional
90,0.956469,180528,4.291,90-20-3-q.cnf,conditional
90,0.345494,607492,56.753,90-42-5-q.cnf,conditional
90,0.154522,61264,1.053,90-19-8-q.cnf,conditional
90,0.397209,15448,0.027,90-10-3-q.cnf,conditional
90,0.868896,33968,0.387,90-25-2-q.cnf,conditional
90,0.775529,261256,12.635,90-21-10-q.cnf,conditional
90,1,20184,0.169,90-14-7-q.cnf,conditional
90,0.999567,23084,0.277,90-14-6-q.cnf,conditional
90,1,76516,1.812,90-38-2-q.cnf,conditional
90,0.679694,16208,0.091,90-15-1-q.cnf,conditional
90,1,15528,0.089,90-16-7-q.cnf,conditional
90,0,15396,0.026,90-10-2-q.cnf,conditional
90,,,,90-42-1-q.cnf,conditional
90,0.575618,28844,0.322,90-16-1-q.cnf,conditional
90,0.489492,23336,0.602,90-30-7-q.cnf,conditional
90,,,,90-38-1-q.cnf,conditional
90,0.738431,74088,1.053,90-24-5-q.cnf,conditional
90,0,16720,0.188,90-21-4-q.cnf,conditional
90,,,,90-42-2-q.cnf,conditional
90,0,15380,0.064,90-15-9-q.cnf,conditional
90,0,18048,0.255,90-24-1-q.cnf,conditional
90,0.252802,379948,24.37,90-34-1-q.cnf,conditional
90,0.731328,15608,0.031,90-10-5-q.cnf,conditional
90,0.424429,16920,0.127,90-17-10-q.cnf,conditional
90,0.795581,112000,2.485,90-21-2-q.cnf,conditional
90,0.872675,15536,0.032,90-12-3-q.cnf,conditional
90,,,,90-30-3-q.cnf,conditional
90,0,192452,6.966,90-50-7-q.cnf,conditional
90,1,20400,0.4,90-25-8-q.cnf,conditional
90,0.0120528,78040,0.801,90-24-4-q.cnf,conditional
90,0.873394,475324,34.21,90-38-3-q.cnf,conditional
90,0.471114,198900,4.317,90-38-10-q.cnf,conditional
90,0.343431,43224,0.533,90-22-10-q.cnf,conditional
90,0.964163,45060,0.722,90-17-4-q.cnf,conditional
90,1,17104,0.183,90-20-2-q.cnf,conditional
90,1,17144,0.176,90-22-3-q.cnf,conditional
90,0.502204,17400,0.192,90-18-9-q.cnf,conditional
90,0.421862,152052,2.964,90-20-5-q.cnf,conditional
90,1,169696,6.005,90-46-5-q.cnf,conditional
90,,,,90-46-2-q.cnf,conditional
90,0,20492,0.153,90-14-4-q.cnf,conditional
90,0,16256,0.1,90-17-7-q.cnf,conditional
90,0.820934,81288,2.577,90-42-4-q.cnf,conditional
90,0.593734,32232,0.446,90-22-1-q.cnf,conditional
90,0.132778,36900,3.214,90-46-7-q.cnf,conditional
90,,,,90-30-2-q.cnf,conditional
90,0.748234,330072,28.649,90-38-8-q.cnf,conditional
90,0.467923,24748,0.3,90-23-4-q.cnf,conditional
90,0,16520,0.154,90-19-3-q.cnf,conditional
90,0,17888,0.195,90-22-8-q.cnf,conditional
90,0,17212,0.209,90-21-8-q.cnf,conditional
90,0.516604,40760,0.615,90-24-7-q.cnf,conditional
90,1,23612,1.197,90-34-6-q.cnf,conditional
90,0,15708,0.091,90-16-8-q.cnf,conditional
90,,,,90-42-9-q.cnf,conditional
90,0.97062,21052,0.191,90-17-5-q.cnf,conditional
90,0.312805,24892,0.329,90-22-4-q.cnf,conditional
90,0.203543,25980,0.379,90-16-9-q.cnf,conditional
90,0,14768,0.019,90-10-8-q.cnf,conditional
90,0.0573066,22556,0.258,90-16-3-q.cnf,conditional
90,0,111484,3.073,90-34-8-q.cnf,conditional
90,0.282791,328596,29.036,90-42-8-q.cnf,conditional
90,,,,90-46-4-q.cnf,conditional
90,,,,90-34-10-q.cnf,conditional
90,0.628552,15552,0.03,90-12-5-q.cnf,conditional
90,0,15184,0.029,90-12-9-q.cnf,conditional
90,0.217882,21548,0.177,90-15-10-q.cnf,conditional
90,0.854574,205548,6.266,90-42-6-q.cnf,conditional
90,0.334212,15964,0.066,90-14-3-q.cnf,conditional
90,1,17768,0.224,90-24-2-q.cnf,conditional
90,1,19860,0.567,90-30-6-q.cnf,conditional
90,0.10227,31208,0.431,90-15-3-q.cnf,conditional
90,0.482497,22616,0.222,90-14-9-q.cnf,conditional
90,0.504155,24872,0.328,90-19-6-q.cnf,conditional
90,,,,90-50-3-q.cnf,conditional
90,0.34982,55272,1.104,90-19-2-q.cnf,conditional
90,0.822906,15420,0.027,90-10-4-q.cnf,conditional
90,,,,90-50-9-q.cnf,conditional
90,1,25152,1.355,90-38-9-q.cnf,conditional
90,1,17492,0.276,90-23-1-q.cnf,conditional
90,,,,90-46-9-q.cnf,conditional
90,0.286278,17020,0.109,90-16-2-q.cnf,conditional
90,0.304307,16484,0.041,90-12-7-q.cnf,conditional
90,0.447534,15044,0.043,90-10-10-q.cnf,conditional
90,0.935218,24084,0.287,90-24-3-q.cnf,conditional
90,1,15664,0.077,90-16-10-q.cnf,conditional
90,0.34521,16160,0.087,90-15-8-q.cnf,conditional
90,1,398656,30.538,90-46-1-q.cnf,conditional
90,0.991177,22300,0.28,90-18-6-q.cnf,conditional
90,0.609034,261164,9.746,90-25-3-q.cnf,conditional
90,0.186573,24756,0.238,90-14-1-q.cnf,conditional
90,1,261772,18.656,90-46-3-q.cnf,conditional
90,0.423479,78428,1.474,90-20-1-q.cnf,conditional
90,0.426033,36008,0.556,90-18-7-q.cnf,conditional
90,1,207360,9.465,90-50-8-q.cnf,conditional
90,0,47932,4.776,90-46-10-q.cnf,conditional
90,0.867537,25064,0.343,90-19-7-q.cnf,conditional
90,,,,90-46-6-q.cnf,conditional
90,0.420137,188948,4.272,90-30-9-q.cnf,conditional
90,,,,90-46-8-q.cnf,conditional
90,1,137680,2.137,90-34-9-q.cnf,conditional
90,0.182727,35756,0.598,90-18-3-q.cnf,conditional
90,0.177433,59140,1.056,90-23-8-q.cnf,conditional
90,0.281768,19456,0.135,90-14-2-q.cnf,conditional
90,0.0680096,19384,0.227,90-22-9-q.cnf,conditional
90,0.759871,14864,0.024,90-10-1-q.cnf,conditional
90,0.17901,16768,0.047,90-12-6-q.cnf,conditional
90,0.193315,174768,3.655,90-20-8-q.cnf,conditional
90,0.139962,28192,0.285,90-20-6-q.cnf,conditional
90,0.453045,16304,0.037,90-12-2-q.cnf,conditional
90,0.475289,33348,0.32,90-23-7-q.cnf,conditional
90,,,,90-30-1-q.cnf,conditional
90,,,,90-38-5-q.cnf,conditional
90,0.159773,426260,30.701,90-34-4-q.cnf,conditional
90,0.814918,26660,0.331,90-23-5-q.cnf,conditional
90,,,,90-30-5-q.cnf,conditional
90,0.0498058,265900,16.273,90-25-10-q.cnf,conditional
90,0.051503,37704,0.654,90-26-3-q.cnf,conditional
90,0.383092,47400,0.81,90-19-10-q.cnf,conditional
90,0.854661,47836,0.571,90-20-9-q.cnf,conditional
90,,,,90-50-10-q.cnf,conditional
90,0.849668,19704,0.207,90-18-5-q.cnf,conditional
90,0.977349,15528,0.035,90-12-4-q.cnf,conditional
90,0.955553,15808,0.03,90-10-9-q.cnf,conditional
90,1,17384,0.196,90-21-3-q.cnf,conditional
90,,,,90-42-10-q.cnf,conditional
90,0,17444,0.153,90-19-9-q.cnf,conditional
90,0,70052,0.688,90-26-2-q.cnf,conditional
90,0.856522,31456,0.31,90-20-7-q.cnf,conditional
90,0.997087,178836,3.416,90-21-7-q.cnf,conditional
90,0.736295,161072,3.591,90-30-8-q.cnf,conditional
90,0.0636396,16544,0.098,90-15-4-q.cnf,conditional
90,0.914128,285032,13.196,90-34-5-q.cnf,conditional
90,0.0971784,293996,21.554,90-26-6-q.cnf,conditional
90,0,14836,0.022,90-10-6-q.cnf,conditional
90,,,,90-42-7-q.cnf,conditional
90,0.815723,40688,0.533,90-24-10-q.cnf,conditional
90,0.12596,108064,2.405,90-25-7-q.cnf,conditional
90,1,22088,1.629,90-38-4-q.cnf,conditional
90,1,15380,0.03,90-12-8-q.cnf,conditional
90,0.00815648,44696,0.758,90-20-10-q.cnf,conditional
90,1,137068,2.728,90-34-3-q.cnf,conditional
90,0.29278,16648,0.088,90-15-7-q.cnf,conditional
90,0.345889,17728,0.137,90-17-3-q.cnf,conditional
90,0.705243,16804,0.142,90-19-4-q.cnf,conditional
90,0.168704,33584,0.318,90-22-5-q.cnf,conditional
90,1,15732,0.033,90-10-7-q.cnf,conditional
90,0.168691,53100,0.56,90-22-2-q.cnf,conditional
90,0.944351,16232,0.138,90-18-4-q.cnf,conditional
90,0.837673,30076,0.429,90-18-8-q.cnf,conditional
90,,,,90-50-4-q.cnf,conditional
90,0.180811,330496,19.413,90-25-6-q.cnf,conditional
90,,,,90-34-7-q.cnf,conditional
90,1,17036,0.133,90-17-6-q.cnf,conditional
90,0,17544,0.207,90-24-6-q.cnf,conditional
90,0.154777,24988,0.348,90-25-1-q.cnf,conditional
90,0,19704,0.203,90-23-9-q.cnf,conditional
90,0.0195853,17224,0.047,90-12-10-q.cnf,conditional
90,0.060916,41784,0.543,90-23-10-q.cnf,conditional
90,,,,90-50-6-q.cnf,conditional
90,0.571621,16668,0.119,90-15-5-q.cnf,conditional
90,1,16112,0.101,90-16-6-q.cnf,conditional
90,0.968171,24680,0.219,90-15-2-q.cnf,conditional
90,1,146884,2.704,90-38-7-q.cnf,conditional
90,,,,90-42-3-q.cnf,conditional
90,0,32668,0.565,90-21-6-q.cnf,conditional
90,0.641775,17532,0.118,90-17-8-q.cnf,conditional
90,0.88386,163224,2.852,90-25-4-q.cnf,conditional
90,0.817024,29056,0.38,90-17-9-q.cnf,conditional
90,0.658168,17140,0.235,90-23-2-q.cnf,conditional
90,0.884184,15920,0.082,90-15-6-q.cnf,conditional
90,0,19452,0.187,90-17-2-q.cnf,conditional
90,0.624805,338076,23.632,90-25-9-q.cnf,conditional
90,0.948237,21040,0.252,90-21-1-q.cnf,conditional
90,1.17723e-05,455640,26.103,90-26-10-q.cnf,conditional
90,0,18036,0.278,90-26-7-q.cnf,conditional
90,0.341615,40092,0.623,90-22-6-q.cnf,conditional
90,0.345971,37300,0.623,90-21-5-q.cnf,conditional
90,0.671432,16508,0.056,90-12-1-q.cnf,conditional
90,0.210568,47256,0.831,90-14-5-q.cnf,conditional
90,1,16284,0.118,90-18-1-q.cnf,conditional
90,0.632767,24372,0.303,90-21-9-q.cnf,conditional
90,0.691999,162356,3.779,90-19-1-q.cnf,conditional
90,0.933166,214536,3.651,90-26-8-q.cnf,conditional
90,0,17700,0.282,90-26-1-q.cnf,conditional
90,0.792776,171500,3.19,90-34-2-q.cnf,conditional
90,1,23244,0.266,90-20-4-q.cnf,conditional
90,,,,90-38-6-q.cnf,conditional
90,,,,90-50-2-q.cnf,conditional
90,0.240587,16380,0.083,90-16-5-q.cnf,conditional
90,1,16724,0.13,90-18-2-q.cnf,conditional
90,0.338291,56228,0.63,90-22-7-q.cnf,conditional
90,0.332099,435252,36.848,90-30-4-q.cnf,conditional
90,1,16504,0.123,90-18-10-q.cnf,conditional
90,0.0549714,31768,0.292,90-23-3-q.cnf,conditional
90,0.0439084,256188,7.333,90-26-4-q.cnf,conditional
90,0.320649,18312,0.129,90-16-4-q.cnf,conditional
